product_code,price_inr,year
FOOT528FB5,4670,2024
FOOT86D9A9,900,2024
FOOT0E544D,2240,2024
FOOTF63A17,7860,2024
FOOT93E2C6,2600,2024
FOOT2BAAAD,1430,2024
FOOT9B3291,3510,2024
FOOT7DA9E9,8470,2024
FOOT6681B1,2010,2024
FOOT2271DD,4620,2024
FOOT614FC7,5160,2024
FOOT41CE85,1990,2024
FOOTC136F5,5180,2024
FOOTBF1E0A,3470,2024
FOOTDD733E,4380,2024
FOOTCC8143,4380,2024
FOOTE19E1A,3790,2024
FOOT3DC7AC,1150,2024
FOOTE1C418,5600,2024
FOOT595ABB,2600,2024
FOOTB792C1,1680,2024
FOOT5F7FD6,960,2024
FOOT347728,4120,2024
FOOTFD98D3,4650,2024
FOOT75A7DE,650,2024
FOOT5FB337,3650,2024
FOOTAFD990,2010,2024
FOOT9B1B1E,5790,2024
FOOTABBA46,1600,2024
FOOTEC0AEA,6150,2024
FOOTF21535,2890,2024
FOOT1E3E32,5910,2024
FOOT71C831,1380,2024
FOOT7EB7BC,3140,2024
FOOT17860D,1290,2024
FOOT63FDD7,7680,2024
FOOT21667B,7320,2024
FOOTFCA276,2640,2024
FOOTD3B001,4540,2024
FOOT65813B,5490,2024
FOOT4A3199,3320,2024
FOOTFA6CB6,3750,2024
FOOT424157,2010,2024
FOOT67945A,1160,2024
FOOTAB35F3,7770,2024
FOOT489639,7800,2024
FOOT49D279,4380,2024
HNDLA1722E,1340,2024
HNDL03C073,1370,2024
HNDL9B1B7D,2490,2024
HNDLB5AAA4,2990,2024
HNDLCD10B6,3850,2024
HIKA1D299,5570,2024
HIKD0476A,6080,2024
HIKAED3D8,1360,2024
HIKD8EC67,1550,2024
HIK5BEC68,6970,2024
HIK8D130E,4440,2024
HIK551B1C,560,2024
HIKC3460C,1160,2024
HIKF7229D,6260,2024
HIK070F0B,530,2024
HIKCAC6DD,1550,2024
HIK77A350,5290,2024
HIK1EDFAB,4750,2024
HIK36B5E7,5210,2024
HIK3D8B94,1960,2024
HIKBE06F0,6330,2024
HIKD4C3B1,2650,2024
HIK477AAF,3230,2024
HIK3DF988,5350,2024
HIKD36FFD,4720,2024
HIKFE5678,7830,2024
HIKF1C8B8,4770,2024
HIKC8C113,5450,2024
HIK122A22,1110,2024
HIKAD4D17,4130,2024
HORSE77A541,2970,2024
HORSE2EEE60,2800,2024
HORSE3B12B0,8780,2024
HORSEAE5456,4020,2024
HORSEB0E845,10140,2024
HORSE63358C,5680,2024
HORSEEB0E93,7320,2024
HORSEE8A02C,4920,2024
HORSE32EC33,6910,2024
HORSE2CAEAB,5320,2024
RACKD4E78B,1750,2024
RACK105320,6280,2024
RACK66912E,2280,2024
RACKFDE19F,690,2024
RACK435CCD,4550,2024
RACK3489DB,1640,2024
RACK82A423,6380,2024
RACK5D92A1,6460,2024
RACK69205F,6220,2024
ROCKC708F5,5370,2024
ROCKD798F6,1200,2024
ROCKF69138,11780,2024
ROCK9DEEFF,6040,2024
ROCKED21EA,12220,2024
ROCKCC3BF4,11310,2024
ROCK0F8FA1,7790,2024
ROCK3F43FF,3210,2024
ROCK32D5D0,3960,2024
RUN2FE4D5,4320,2024
RUNCF8C32,1860,2024
RUNC06D4D,1530,2024
RUNE665CD,2960,2024
RUN6AA3AE,4710,2024
RUND54C0F,3600,2024
RUNA56979,3020,2024
RUND6A4A7,1100,2024
RUND5648C,4200,2024
RUND03BFE,4950,2024
RUND9B589,1040,2024
RUN6DCFAC,2780,2024
RUN1AB696,4440,2024
RUN4820EF,3810,2024
RUN339949,3610,2024
RUN10A073,3990,2024
RUNB90BB2,2050,2024
RUN785BD8,2280,2024
RUN51B03C,4540,2024
RUN1D0017,4130,2024
RUN192A50,4830,2024
RUN5C06BF,4600,2024
RUNEBBF53,3580,2024
RUN907813,2710,2024
SKAT751A86,5600,2024
SKATCB097A,4040,2024
SKAT407D01,4330,2024
SKAT8BFE91,4860,2024
SKAT47003B,6190,2024
SKAT24B8F2,2640,2024
SKAT8A94D3,2500,2024
SKATC23D72,880,2024
SKATDA2B42,4550,2024
SQUA4C7DCE,1340,2024
SQUA99D795,4200,2024
SQUA160B6F,4770,2024
SQUAA3B44A,2900,2024
SQUABC7FB7,5120,2024
SQUAC908FD,1030,2024
SQUA84B377,1080,2024
SQUA732DF1,5790,2024
SQUA22F29D,4290,2024
SQUA82575A,1740,2024
SURF56D4BF,9910,2024
SURF2EBCCA,9460,2024
SURF8627B1,5510,2024
SURF7A248A,5910,2024
SURF60F2D1,1650,2024
SURFE9DE14,1220,2024
SURFEB883D,9390,2024
SURFF237F1,5230,2024
SURF69CACC,10970,2024
SWIM8BE666,2960,2024
SWIM0619EB,3910,2024
SWIM38D257,2160,2024
SWIM814E22,1430,2024
SWIMAEF4F3,3220,2024
SWIMCA28CC,1230,2024
SWIM3B2B99,1590,2024
SWIM4F5CDD,550,2024
SWIMB4058D,300,2024
SWIM139E14,3860,2024
SWIME2E04A,3380,2024
SWIMBAC8EE,3130,2024
SWIM2785E8,1750,2024
SWIM8D675F,1060,2024
SWIM98EEF3,680,2024
SWIM9CB0C3,1270,2024
SWIM3BD53D,2970,2024
SWIM684A76,3790,2024
SWIM1E7A6B,2710,2024
TTEN18B609,1970,2024
TTEND5F06B,5370,2024
TTENB506A5,4280,2024
TTEND35118,2850,2024
TTEN2C5F16,4550,2024
TTENE14F77,2670,2024
TTEN658069,1810,2024
TTEN204A0C,2350,2024
TTEN99E28C,4380,2024
TTENE352A9,630,2024
GAMES600C68,580,2024
GAMES594E41,460,2024
GAMES78D8F4,430,2024
GAMES7519A2,3330,2024
GAMES0B9C36,3280,2024
GAMESA7F5F8,2290,2024
GAMES55E6CB,680,2024
GAMES62C38E,1820,2024
GAMES5EF6E3,2520,2024
TENN1ADD96,2770,2024
TENN32F2C2,5730,2024
TENN11B50C,5330,2024
TENN8CF37E,7790,2024
TENNE19233,8010,2024
TENN6E46CF,1130,2024
TENN6AD4AC,5060,2024
TENNDCCD5A,7910,2024
TENN514228,6520,2024
TENN0CFFE7,10520,2024
TENN391CEF,8280,2024
TENN151AB9,2660,2024
TENN3F4E67,1610,2024
TENNF49374,8100,2024
TENN0B614F,1110,2024
TENN4AEBA0,7450,2024
TENN506041,14340,2024
TENN6C0BC2,7340,2024
VOLLF0E251,1550,2024
VOLLD0506F,2910,2024
VOLLC5F036,1690,2024
VOLLA6AAB1,2540,2024
VOLLF5D4E6,3270,2024
VOLLEEC6A4,1540,2024
VOLL56AE91,3180,2024
VOLLDDFCD0,3020,2024
VOLL4B8018,1090,2024
WLFT9CBF85,2680,2024
WLFTB0B8BE,2450,2024
WLFT5DC367,1480,2024
WLFT1704AC,3000,2024
WLFT053057,14700,2024
WLFT79618A,2720,2024
WLFTAE945F,7990,2024
WLFT4A4E9C,17920,2024
WLFT6CA36D,1580,2024
WLFTB7DF2B,12370,2024
WLFT52B261,6720,2024
WLFT296A48,3470,2024
WLFT7AD84A,14970,2024
WLFTD84A88,13620,2024
WLFTAC3A34,13260,2024
WLFT1B93D6,16860,2024
WLFT69B35E,17090,2024
WLFTF2E540,4800,2024
WLFT14DED0,4980,2024
YOGA19401E,2300,2024
YOGACE3F89,2460,2024
YOGA4680D3,2970,2024
YOGA1B22A2,1360,2024
YOGA6FA844,1240,2024
YOGAA7E602,2370,2024
YOGA46952D,1150,2024
YOGA80ED66,2810,2024
YOGA465ABE,2600,2024
ARCHDDE20D,2920,2025
ARCH158F41,6210,2025
ARCHAFF0E4,4990,2025
ARCH6B94F7,4060,2025
ARCH5D1FE7,1760,2025
ARCH7B49A9,1720,2025
ARCH497D34,1200,2025
ARCHE71D79,6140,2025
ARCHDD8749,4290,2025
BADMC045D4,4760,2025
BADM88C384,810,2025
BADMA5EBA3,6460,2025
BADM4BAB38,6700,2025
BADMDC6AB1,1920,2025
BADM50C510,1820,2025
BADM2459FB,1830,2025
BADM9DDCED,2480,2025
BADMD11DA6,3770,2025
BADMDA1B05,3190,2025
BADM376040,2360,2025
BADM03A202,4190,2025
BADME151E6,1540,2025
BADMDA5EC8,3050,2025
BADM48A260,2450,2025
BADM8FFE12,3410,2025
BADM1B8332,5090,2025
BADM7E90FB,1860,2025
BASK7F5383,3780,2025
BASKEE612D,4410,2025
BASK4C69DF,880,2025
BASK9E4294,4620,2025
BASKEE32E4,1670,2025
BASKE57A19,980,2025
BASK728A58,8510,2025
BASKED86BF,6920,2025
BASK32528E,7590,2025
BASK984F74,2480,2025
BOX8606F7,980,2025
BOXD26891,4560,2025
BOX17AD9F,2960,2025
BOXB9DCC6,1360,2025
BOX3DC0E4,3940,2025
BOX381514,610,2025
BOX386644,5690,2025
BOX3A9CA9,2030,2025
BOXB0228B,3690,2025
CAMP24F868,4790,2025
CAMPA3B110,4780,2025
CAMPEE1159,5040,2025
CAMP7A5E65,2080,2025
CAMP69AF0F,9260,2025
CAMP10C410,6340,2025
CAMPECAADE,10940,2025
CAMPF24336,12510,2025
CAMPE624C8,5320,2025
CAMP11E3FA,7850,2025
CAMPCB6B05,1270,2025
CAMPDFA679,2040,2025
CAMP4005E6,890,2025
CAMPD5615D,4250,2025
CRICA1EEE0,3770,2025
CRIC7723F0,2870,2025
CRIC97BE68,7660,2025
CRIC2716B4,4110,2025
CRIC6888B0,3610,2025
CRICE4E9A2,4850,2025
CRIC670481,1770,2025
CRICCCD675,10130,2025
CRIC05FECB,1430,2025
CRIC681856,10160,2025
CRICBBFD56,6040,2025
CRIC57FB52,2150,2025
CRIC294CD6,770,2025
CRIC892BAA,6600,2025
CRIC2AE4DF,7030,2025
CRICC0D928,5440,2025
CRIC341BC8,7560,2025
CRICB9EBFF,2010,2025
CRIC5B2A0F,3980,2025
CRIC2D3CF5,1950,2025
CRICC6CF02,7520,2025
CRICA7893F,8930,2025
CRICA5001D,3670,2025
CRIC94FE34,1010,2025
CRIC1FC74E,3920,2025
CRIC905F1B,4590,2025
CRIC35B3C7,9110,2025
CRIC462BA5,5760,2025
CRICBDB8DA,7550,2025
CRIC1BA87E,5120,2025
CRIC7633A6,1570,2025
CRIC8B52CE,5300,2025
CRIC538334,7940,2025
CRIC385D92,4860,2025
CRICF950D4,5550,2025
CRIC16E55F,5520,2025
CRIC02DA3C,4740,2025
CRIC98DB22,5710,2025
CRICCE879E,1160,2025
CRIC372046,1650,2025
CRICF6D4C2,1670,2025
CRIC7270D1,5640,2025
CRIC64B186,3580,2025
CRIC2841E6,7370,2025
CRIC2101AF,6680,2025
CRICDB62E7,2310,2025
CRICA7A3B4,5640,2025
CRICD69383,6450,2025
CRIC97883A,2690,2025
CRIC55A6B5,1190,2025
CRIC7A3D0A,4080,2025
CRIC76C189,2060,2025
CRIC8DF8D8,9740,2025
CRIC19DC2D,6810,2025
CRICAEA857,6240,2025
CRIC55BF8F,6770,2025
CRICA76614,6890,2025
CRIC2D7B61,2590,2025
CRICC6150F,6920,2025
CYCLDE0772,4020,2025
CYCLBD7368,6250,2025
CYCL9F921D,6950,2025
CYCL8D32DD,3070,2025
CYCL903AF1,1500,2025
CYCLB9F510,2090,2025
CYCL3A3BA9,4500,2025
CYCL28EDD2,6340,2025
CYCL8D92F6,8300,2025
CYCLA4B3CA,580,2025
FISHE20FE7,3450,2025
FISH435E84,2870,2025
FISHF83738,1700,2025
FISH731A02,1170,2025
FISH8CF49F,2490,2025
FISH6AC780,6870,2025
FISHC4F1E3,2430,2025
FISH9C6E1A,3540,2025
FISH9DCA51,4700,2025
FISHA6E17F,2670,2025
FOOTDA10C6,7010,2025
FOOT8B25BD,5680,2025
FOOTBCD3A9,2200,2025
FOOTC865F3,3870,2025
FOOT9DB3E4,2600,2025
FOOTB533BF,3170,2025
FOOT80D996,810,2025
FOOT0CD3DE,5020,2025
FOOT528FB5,5010,2025
FOOT86D9A9,950,2025
FOOT0E544D,2330,2025
FOOTF63A17,8470,2025
FOOT93E2C6,2770,2025
FOOT2BAAAD,1550,2025
FOOT9B3291,3740,2025
FOOT7DA9E9,9230,2025
FOOT6681B1,2150,2025
FOOT2271DD,4940,2025
FOOT614FC7,5630,2025
FOOT41CE85,2110,2025
FOOTC136F5,5380,2025
FOOTBF1E0A,3580,2025
FOOTDD733E,4740,2025
FOOTCC8143,4700,2025
FOOTE19E1A,4090,2025
FOOT3DC7AC,1200,2025
FOOTE1C418,5820,2025
FOOT595ABB,2680,2025
FOOTB792C1,1770,2025
FOOT5F7FD6,1030,2025
FOOT347728,4360,2025
FOOTFD98D3,4930,2025
FOOT75A7DE,710,2025
FOOT5FB337,3850,2025
FOOTAFD990,2140,2025
FOOT9B1B1E,6280,2025
FOOTABBA46,1690,2025
FOOTEC0AEA,6600,2025
FOOTF21535,3150,2025
FOOT1E3E32,6480,2025
FOOT71C831,1440,2025
FOOT7EB7BC,3440,2025
FOOT17860D,1370,2025
FOOT63FDD7,8050,2025
FOOT21667B,7770,2025
FOOTFCA276,2900,2025
FOOTD3B001,4830,2025
FOOT65813B,5780,2025
FOOT4A3199,3570,2025
FOOTFA6CB6,3930,2025
FOOT424157,2080,2025
FOOT67945A,1210,2025
FOOTAB35F3,8070,2025
FOOT489639,8120,2025
FOOT49D279,4550,2025
HNDLA1722E,1440,2025
HNDL03C073,1430,2025
HNDL9B1B7D,2620,2025
HNDLB5AAA4,3270,2025
HNDLCD10B6,4090,2025
HIKA1D299,6000,2025
HIKD0476A,6340,2025
HIKAED3D8,1420,2025
HIKD8EC67,1600,2025
HIK5BEC68,7260,2025
HIK8D130E,4660,2025
HIK551B1C,580,2025
HIKC3460C,1200,2025
HIKF7229D,6500,2025
HIK070F0B,560,2025
HIKCAC6DD,1620,2025
HIK77A350,5580,2025
HIK1EDFAB,5060,2025
HIK36B5E7,5620,2025
HIK3D8B94,2020,2025
HIKBE06F0,6870,2025
HIKD4C3B1,2850,2025
HIK477AAF,3350,2025
HIK3DF988,5840,2025
HIKD36FFD,5170,2025
HIKFE5678,8100,2025
HIKF1C8B8,5010,2025
HIKC8C113,5920,2025
HIK122A22,1200,2025
HIKAD4D17,4310,2025
HORSE77A541,3100,2025
HORSE2EEE60,2960,2025
HORSE3B12B0,9340,2025
HORSEAE5456,4310,2025
HORSEB0E845,10710,2025
HORSE63358C,6030,2025
HORSEEB0E93,7920,2025
HORSEE8A02C,5080,2025
HORSE32EC33,7240,2025
HORSE2CAEAB,5750,2025
RACKD4E78B,1910,2025
RACK105320,6690,2025
RACK66912E,2430,2025
RACKFDE19F,720,2025
RACK435CCD,4830,2025
RACK3489DB,1750,2025
RACK82A423,6680,2025
RACK5D92A1,6780,2025
RACK69205F,6570,2025
ROCKC708F5,5540,2025
ROCKD798F6,1260,2025
ROCKF69138,12310,2025
ROCK9DEEFF,6360,2025
ROCKED21EA,12690,2025
ROCKCC3BF4,12350,2025
ROCK0F8FA1,8350,2025
ROCK3F43FF,3460,2025
ROCK32D5D0,4300,2025
RUN2FE4D5,4600,2025
RUNCF8C32,1930,2025
RUNC06D4D,1630,2025
RUNE665CD,3170,2025
RUN6AA3AE,5100,2025
RUND54C0F,3820,2025
RUNA56979,3140,2025
RUND6A4A7,1150,2025
RUND5648C,4430,2025
RUND03BFE,5320,2025
RUND9B589,1110,2025
RUN6DCFAC,2930,2025
RUN1AB696,4880,2025
RUN4820EF,4090,2025
RUN339949,3780,2025
RUN10A073,4140,2025
RUNB90BB2,2130,2025
RUN785BD8,2390,2025
RUN51B03C,4730,2025
RUN1D0017,4310,2025
RUN192A50,5070,2025
RUN5C06BF,4790,2025
RUNEBBF53,3910,2025
RUN907813,2810,2025
SKAT751A86,5970,2025
SKATCB097A,4280,2025
SKAT407D01,4760,2025
SKAT8BFE91,5040,2025
SKAT47003B,6550,2025
SKAT24B8F2,2900,2025
SKAT8A94D3,2730,2025
SKATC23D72,960,2025
SKATDA2B42,4770,2025
SQUA4C7DCE,1400,2025
SQUA99D795,4520,2025
SQUA160B6F,5220,2025
SQUAA3B44A,3100,2025
SQUABC7FB7,5480,2025
SQUAC908FD,1080,2025
SQUA84B377,1170,2025
SQUA732DF1,6040,2025
SQUA22F29D,4520,2025
SQUA82575A,1840,2025
SURF56D4BF,10560,2025
SURF2EBCCA,9900,2025
SURF8627B1,5720,2025
SURF7A248A,6340,2025
SURF60F2D1,1730,2025
SURFE9DE14,1310,2025
SURFEB883D,9770,2025
SURFF237F1,5560,2025
SURF69CACC,11710,2025
SWIM8BE666,3060,2025
SWIM0619EB,4120,2025
SWIM38D257,2250,2025
SWIM814E22,1480,2025
SWIMAEF4F3,3540,2025
SWIMCA28CC,1290,2025
SWIM3B2B99,1730,2025
SWIM4F5CDD,580,2025
SWIMB4058D,320,2025
SWIM139E14,4180,2025
SWIME2E04A,3620,2025
SWIMBAC8EE,3330,2025
SWIM2785E8,1850,2025
SWIM8D675F,1120,2025
SWIM98EEF3,740,2025
SWIM9CB0C3,1380,2025
SWIM3BD53D,3260,2025
SWIM684A76,3940,2025
SWIM1E7A6B,2930,2025
TTEN18B609,2160,2025
TTEND5F06B,5600,2025
TTENB506A5,4430,2025
TTEND35118,3080,2025
TTEN2C5F16,4870,2025
TTENE14F77,2910,2025
TTEN658069,1880,2025
TTEN204A0C,2550,2025
TTEN99E28C,4570,2025
TTENE352A9,660,2025
GAMES600C68,600,2025
GAMES594E41,500,2025
GAMES78D8F4,460,2025
GAMES7519A2,3550,2025
GAMES0B9C36,3460,2025
GAMESA7F5F8,2500,2025
GAMES55E6CB,720,2025
GAMES62C38E,1980,2025
GAMES5EF6E3,2670,2025
TENN1ADD96,2930,2025
TENN32F2C2,6090,2025
TENN11B50C,5600,2025
TENN8CF37E,8430,2025
TENNE19233,8530,2025
TENN6E46CF,1180,2025
TENN6AD4AC,5530,2025
TENNDCCD5A,8360,2025
TENN514228,6960,2025
TENN0CFFE7,11500,2025
TENN391CEF,8890,2025
TENN151AB9,2760,2025
TENN3F4E67,1760,2025
TENNF49374,8700,2025
TENN0B614F,1170,2025
TENN4AEBA0,7750,2025
TENN506041,15570,2025
TENN6C0BC2,7880,2025
VOLLF0E251,1650,2025
VOLLD0506F,3180,2025
VOLLC5F036,1830,2025
VOLLA6AAB1,2640,2025
VOLLF5D4E6,3440,2025
VOLLEEC6A4,1610,2025
VOLL56AE91,3440,2025
VOLLDDFCD0,3120,2025
VOLL4B8018,1170,2025
WLFT9CBF85,2900,2025
WLFTB0B8BE,2670,2025
WLFT5DC367,1560,2025
WLFT1704AC,3260,2025
WLFT053057,15250,2025
WLFT79618A,2960,2025
WLFTAE945F,8300,2025
WLFT4A4E9C,18960,2025
WLFT6CA36D,1720,2025
WLFTB7DF2B,12870,2025
WLFT52B261,7030,2025
WLFT296A48,3750,2025
WLFT7AD84A,16170,2025
WLFTD84A88,14640,2025
WLFTAC3A34,14300,2025
WLFT1B93D6,18010,2025
WLFT69B35E,17900,2025
WLFTF2E540,5060,2025
WLFT14DED0,5190,2025
YOGA19401E,2520,2025
YOGACE3F89,2630,2025
YOGA4680D3,3140,2025
YOGA1B22A2,1440,2025
YOGA6FA844,1360,2025
YOGAA7E602,2470,2025
YOGA46952D,1230,2025
YOGA80ED66,2990,2025
YOGA465ABE,2790,2025
